Año,Dia,Estado,Fecha,Fecha de corte,Mes,Motivo,Número de registros (agrupación),Orden de trabajo generada,Responsable,Situación reportada,Tipo de servicio,Demora en respuesta,Latitud,Longitud,Número,Número de registros
2021,lunes,Finalizado,30/08/2021 09:41,30/08/2021 13:13,agosto,Ruidos molestos: en domicilio particular,1,SI,GUSTAVO SPALTRO,Ruidos molestos: en domicilio particular,Control ambiental - Dir. de Control Urbano,0,-36.924.522,-6.029.734,11017,
2021,lunes,Finalizado,30/08/2021 09:47,24/01/2022 12:11,agosto,Animales domésticos: sueltos en la via pública,1,SI,SOFIA MARTINEZ,Animales domésticos: sueltos en la via pública,Veterinaria - Dir. de Bromatologia,147,-36.900.467,-60.298.836,11018,
2021,lunes,En proceso de resolución de revisión,30/08/2021 10:45,28/12/2021 10:45,agosto,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas de terrenos cerrados),Higiene y control urbano - Dir. de Catastro,120,-36.918.488,-60.302.521,11019,
2021,lunes,En proceso de resolución de revisión,30/08/2021 11:23,29/09/2021 11:23,agosto,Vialidad,1,NO,GUSTAVO SPALTRO,Reductor de velocidad: solicitar nuevo,Vialidad - Dir. de Control Urbano,30,-36.930.019,-60.168.091,11020,
2021,lunes,En proceso de resolución de revisión,30/08/2021 11:59,29/09/2021 11:59,agosto,Vialidad,1,NO,GUSTAVO SPALTRO,Reductor de velocidad: solicitar nuevo,Vialidad - Dir. de Control Urbano,30,-36.898.739,-6.035.891,11021,
2021,lunes,En proceso de resolución de revisión,30/08/2021 12:21,14/09/2021 12:21,agosto,Habilitaciones,1,SI,PILAR CIARDELLI,Falta de habilitación,Habilitaciones - Dir. de Habilitaciones,15,-36.889.458,-60.342.789,11022,
2021,lunes,Cancelado,30/08/2021 22:46,31/08/2021 08:08,agosto,Zoonosis,1,NO,GUSTAVO SPALTRO,Otra situación no contemplada,Higiene y control urbano,0,-36.895.203,-60.304.043,11023,
2021,martes,En proceso de resolución de revisión,31/08/2021 01:43,07/09/2021 08:16,agosto,Árboles en la vía pública,1,SI,ANA GEOGHEGAN,Arbolado: pedido de poda en vía pública,Árboles en la vía pública,7,-36.892.258,-60.317.333,11024,
2021,martes,Finalizado,31/08/2021 08:13,24/01/2022 12:12,agosto,Animales domésticos: sueltos en la via pública,1,SI,SOFIA MARTINEZ,Animales domésticos: sueltos en la via pública,Veterinaria - Dir. de Bromatologia,146,-36.877.193,-603.395,11025,
2021,martes,En proceso de resolución de revisión,31/08/2021 09:15,15/09/2021 09:15,agosto,Habilitaciones,1,SI,PILAR CIARDELLI,Falta de habilitación,Habilitaciones - Dir. de Habilitaciones,15,-36.880.592,-60.303.661,11026,
2021,martes,Finalizado,31/08/2021 10:48,07/09/2021 12:35,agosto,Control de plagas / roedores,1,SI,SOFIA MARTINEZ,Control de plagas / roedores,Zoonosis - Dir. de Bromatologia,7,-36.905.685,-60.328.819,11027,
2021,martes,Finalizado,31/08/2021 12:16,02/09/2021 11:00,agosto,Estacionamiento: vehículos estacionados en lugar no permitido,1,NO,GUSTAVO SPALTRO,Estacionamiento: vehículos estacionados en lugar no permitido,Tránsito,2,-36.905.312,-60.304.985,11028,
2021,martes,En proceso de resolución de revisión,31/08/2021 12:34,07/09/2021 12:34,agosto,Transporte público,1,NO,HILARIO GALLI,Incumplimiento de frecuencia,Transporte Público - Sec. de Gobierno,7,-36.918.819,-60.301.563,11029,
2021,martes,En proceso de resolución de revisión,31/08/2021 12:49,30/09/2021 12:49,agosto,Vialidad,1,NO,GUSTAVO SPALTRO,Reductor de velocidad: solicitar nuevo,Vialidad - Dir. de Control Urbano,30,-36.917.061,-6.029.401,11030,
2021,miércoles,Finalizado,01/09/2021 08:56,10/12/2021 17:13,septiembre,En estado o inclinación peligrosa: postes (Telefonica),1,NO,ADRIAN GUEVARA,En estado o inclinación peligrosa: postes (Telefonica),Higiene y control urbano - Defensa Civil,100,-36.933.327,-6.016.037,11031,
2021,miércoles,En proceso de resolución de revisión,01/09/2021 09:31,01/10/2021 09:31,septiembre,Obras públicas,1,NO,WALTER CABRI,Calles urbanas: reclamo por obra sin terminar,Obras públicas - Dir. de Pavimento,30,-3.687.904,-60.323.898,11032,
2021,miércoles,En proceso de resolución de revisión,01/09/2021 12:27,01/10/2021 12:27,septiembre,Obras públicas,1,NO,IVAN ROBBIANI,Otra situación no contemplada,Obras públicas - Dir. de Mantenimiento Urbano,30,-36.867.332,-60.323.505,11033,
2021,jueves,En proceso de resolución de revisión,02/09/2021 09:05,31/12/2021 09:05,septiembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.925.682,-6.029.784,11034,
2021,jueves,Finalizado,02/09/2021 10:27,14/01/2022 10:46,septiembre,Cloacas: pedido de ampliación de red,1,NO,JULIO FERRARO,Cloacas: pedido de ampliación de red,Obras públicas - Pedidos de obra,134,-36.879.749,-60.307.674,11035,
2021,viernes,En proceso de resolución de revisión,03/09/2021 10:05,23/09/2021 10:05,septiembre,Obras públicas,1,NO,IVAN ROBBIANI,"Calles urbanas: calzada asfáltica rota, hundida o levantada",Obras públicas - Dir. de Mantenimiento Urbano,20,-36.907.452,-60.330.273,11036,
2021,viernes,En En proceso de resolución de resolución,03/09/2021 12:41,29/08/2022 12:41,septiembre,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: pedido de apertura de calzada de tierra,Obras públicas - Dir. de Mantenimiento Urbano,360,-36.865.269,-60.282.932,11037,
2021,lunes,En proceso de resolución de revisión,06/09/2021 08:45,13/09/2021 08:45,septiembre,Transporte público,1,NO,HILARIO GALLI,Incumplimiento de frecuencia,Transporte Público - Sec. de Gobierno,7,-36.922.977,-60.316.032,11038,
2021,lunes,Finalizado,06/09/2021 11:53,24/01/2022 12:12,septiembre,Animales domésticos: sueltos en la via pública,1,SI,SOFIA MARTINEZ,Animales domésticos: sueltos en la via pública,Veterinaria - Dir. de Bromatologia,140,-36.914.661,-60.315.029,11039,
2021,lunes,En proceso de resolución de revisión,06/09/2021 12:46,04/01/2022 12:46,septiembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (casa abandonada),Higiene y control urbano - Dir. de Catastro,120,-36.915.421,-60.320.862,11040,
2021,lunes,Finalizado,06/09/2021 12:50,20/09/2021 12:32,septiembre,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,14,-36.875.084,-60.290.565,11041,
2021,lunes,En proceso de resolución de revisión,06/09/2021 14:36,27/09/2021 08:08,septiembre,Obras públicas,1,NO,IVAN ROBBIANI,"Calles urbanas: calzada asfáltica rota, hundida o levantada",Obras públicas - Dir. de Mantenimiento Urbano,21,-36.886.837,-60.317.596,11042,
2021,lunes,En proceso de resolución de revisión,06/09/2021 14:46,14/09/2021 08:11,septiembre,Obras públicas,1,SI,EMANUEL LAPORTILLA,Cloacas: rotura de caño,Obras públicas - Dir. de Contralor de Servicios,8,-36.886.837,-60.317.596,11043,
2021,lunes,Cancelado,06/09/2021 23:40,07/09/2021 08:12,septiembre,Obras públicas,1,NO,GASTON GARCIA,Calles urbanas,Obras públicas,0,-36.917.461,-60.332.302,11044,
2021,martes,Finalizado,07/09/2021 10:37,13/10/2021 07:25,septiembre,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,36,-36.877.819,-60.302.341,11045,
2021,martes,En proceso de resolución de revisión,07/09/2021 10:56,14/09/2021 10:56,septiembre,Transporte público,1,NO,HILARIO GALLI,Incumplimiento de frecuencia,Transporte Público - Sec. de Gobierno,7,-36.893.822,-60.319.099,11046,
2021,martes,Finalizado,07/09/2021 11:07,21/10/2021 07:14,septiembre,Estacionamiento: vehículos estacionados en lugar no permitido,1,NO,GUSTAVO SPALTRO,Estacionamiento: vehículos estacionados en lugar no permitido,Tránsito,44,-36.894.627,-60.296.425,11047,
2021,miércoles,Finalizado,08/09/2021 09:44,06/01/2022 08:40,septiembre,Otra situación no contemplada,1,NO,VANINA CABRERA,Otra situación no contemplada,Hospitales y centros periféricos de salud,120,-36.884.972,-60.312.088,11048,
2021,miércoles,En proceso de resolución de revisión,08/09/2021 12:16,15/09/2021 12:16,septiembre,Transporte público,1,NO,HILARIO GALLI,Incumplimiento de frecuencia,Transporte Público - Sec. de Gobierno,7,-36.895.294,-60.313.801,11049,
2021,miercoles,En proceso de resolución de revisión,08/09/2021 13:23,06/01/2022 13:23,septiembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-3.687.318,-60.327.377,11050,
2021,viernes,En proceso de resolución de revisión,10/09/2021 08:14,25/09/2021 08:14,septiembre,Obras públicas,1,NO,FABIAN RUBARE,Iluminación: lámpara sin funcionamiento o deficiente,Obras públicas - Dir. de Desarrollo Urbano,15,-36.901.768,-60.349.636,11051,
2021,viernes,Cancelado,10/09/2021 08:58,17/09/2021 08:15,septiembre,Higiene y control urbano,1,NO,MODERADORES,Otra situación no contemplada,Atención del personal municipal,7,-36.902.554,-60.296.673,11052,
2021,viernes,En proceso de resolución de revisión,10/09/2021 09:22,17/09/2021 09:22,septiembre,Transporte público,1,NO,HILARIO GALLI,Exceso de pasajeros,Transporte Público - Sec. de Gobierno,7,-36.871.052,-60.323.879,11053,
2021,viernes,En proceso de resolución de revisión,10/09/2021 10:16,30/09/2021 10:16,septiembre,Obras públicas,1,SI,EMANUEL LAPORTILLA,Agua: rotura de caño,Obras públicas - Dir. de Contralor de Servicios,20,-36.895.119,-60.339.149,11054,
2021,viernes,Finalizado,10/09/2021 10:40,20/09/2021 12:33,septiembre,Recolección de residuos domiliciarios: recolectores ensucian la vía pública,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: recolectores ensucian la vía pública,Higiene y control urbano - Dir. de Contralor de Servicio,10,-36.887.188,-60.325.283,11055,
2021,viernes,Cancelado,10/09/2021 13:17,13/09/2021 08:13,septiembre,Tránsito,1,SI,GUSTAVO SPALTRO,Tránsito,Tránsito,3,-36.887.306,-60.312.286,11056,
2021,lunes,En proceso de resolución de revisión,13/09/2021 08:47,28/10/2021 08:47,septiembre,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada asfáltica con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-36.885.544,-60.295.441,11057,
2021,lunes,Finalizado,13/09/2021 09:11,05/10/2021 13:04,septiembre,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,22,-36.887.775,-60.335.075,11058,
2021,lunes,Finalizado,13/09/2021 09:52,24/01/2022 12:12,septiembre,Animales domésticos: sueltos en la via pública,1,SI,SOFIA MARTINEZ,Animales domésticos: sueltos en la via pública,Veterinaria - Dir. de Bromatologia,133,-36.894.814,-60.325.127,11059,
2021,lunes,En proceso de resolución de revisión,13/09/2021 10:56,20/09/2021 10:56,septiembre,Transporte público,1,NO,HILARIO GALLI,Incumplimiento de frecuencia,Transporte Público - Sec. de Gobierno,7,-36.874.554,-60.315.655,11060,
2021,lunes,Finalizado,13/09/2021 11:13,23/09/2021 08:19,septiembre,Agua: arrojo de aguas servidas domiciliarias a la via pública,1,SI,GUSTAVO SPALTRO,Agua: arrojo de aguas servidas domiciliarias a la via pública,Control ambiental - Dir. de Control Urbano,10,-36.900.585,-60.302.753,11061,
2021,lunes,Finalizado,13/09/2021 12:08,13/10/2021 07:26,septiembre,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,30,-3.687.746,-60.302.158,11062,
2021,martes,En proceso de resolución de revisión,14/09/2021 08:23,14/10/2021 08:40,septiembre,Obras públicas,1,NO,IVAN ROBBIANI,Otra situación no contemplada,Obras públicas - Dir. de Mantenimiento Urbano,30,-36.883.068,-60.339.169,11063,
2021,martes,Finalizado,14/09/2021 11:56,27/09/2021 12:53,septiembre,Control de plagas / roedores,1,SI,SOFIA MARTINEZ,Control de plagas / roedores,Zoonosis - Dir. de Bromatologia,13,-36.922.131,-60.321.243,11064,
2021,miércoles,En proceso de resolución de revisión,15/09/2021 08:31,30/10/2021 08:31,septiembre,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada asfáltica con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-36.880.844,-60.327.591,11065,
2021,miércoles,Finalizado,15/09/2021 10:23,18/10/2021 09:32,septiembre,Nomenclador de calles: solicitar nuevo o reposición,1,NO,GUSTAVO SPALTRO,Nomenclador de calles: solicitar nuevo o reposición,Vialidad - Dir. de Control Urbano,33,-36.910.679,-60.309.898,11066,
2021,miércoles,Finalizado,15/09/2021 10:45,07/10/2021 11:55,septiembre,Control de plagas / roedores,1,SI,SOFIA MARTINEZ,Control de plagas / roedores,Zoonosis - Dir. de Bromatologia,22,-36.888.584,-6.034.243,11067,
2021,miércoles,Finalizado,15/09/2021 11:06,24/01/2022 12:12,septiembre,Animales domésticos: sueltos en la via pública,1,SI,SOFIA MARTINEZ,Animales domésticos: sueltos en la via pública,Veterinaria - Dir. de Bromatologia,131,-36.894.718,-60.300.468,11068,
2021,miercoles,En proceso de resolución de revisión,15/09/2021 11:55,05/10/2021 11:55,septiembre,Obras públicas,1,SI,EMANUEL LAPORTILLA,Agua: rotura de caño,Obras públicas - Dir. de Contralor de Servicios,20,-36.892.654,-60.319.534,11069,
2021,miércoles,Finalizado,15/09/2021 11:59,23/09/2021 08:22,septiembre,Malezas o basura acumulada: en espacio público (veredas),1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas),Higiene y control urbano - Dir. de Control Urbano,8,-36.885.391,-60.311.447,11070,
2021,miercoles,En proceso de resolución de revisión,15/09/2021 12:08,13/01/2022 12:08,septiembre,Higiene y control urbano,1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio privado (baldío abierto),Higiene y control urbano - Dir. de Catastro,120,-36.903.553,-60.300.171,11071,
2021,jueves,Finalizado,16/09/2021 10:45,24/01/2022 12:13,septiembre,Animales domésticos: sueltos en la via pública,1,SI,SOFIA MARTINEZ,Animales domésticos: sueltos en la via pública,Veterinaria - Dir. de Bromatologia,130,-36.899.632,-60.296.478,11072,
2021,jueves,Finalizado,16/09/2021 11:26,15/11/2021 11:19,septiembre,Iluminación: lámpara sin funcionamiento o deficiente,1,NO,FABIAN RUBARE,Iluminación: lámpara sin funcionamiento o deficiente,Obras públicas - Dir. de Desarrollo Urbano,60,-36.887.718,-60.303.284,11073,
2021,jueves,Finalizado,16/09/2021 11:52,27/09/2021 09:10,septiembre,Calidad de alimentos: venta de alimentos no aptos para consumo humano,1,SI,SOFIA MARTINEZ,Calidad de alimentos: venta de alimentos no aptos para consumo humano,Habilitaciones - Dir. de Bromatologia,11,-3.693.681,-60.152.374,11074,
2021,viernes,Finalizado,17/09/2021 08:34,18/10/2021 08:09,septiembre,Recolección de residuos inertes (poda),1,SI,EMANUEL LAPORTILLA,Recolección de residuos inertes (poda),Higiene y control urbano - Dir. de Contralor de Servicio,31,-36.846.756,-60.279.591,11075,
2021,viernes,En proceso de resolución de revisión,17/09/2021 09:04,01/11/2021 09:04,septiembre,Obras públicas,1,NO,IVAN ROBBIANI,Calles urbanas: calzada de tierra con baches,Obras públicas - Dir. de Mantenimiento Urbano,45,-36.867.188,-60.308.773,11076,
2021,viernes,En proceso de resolución de revisión,17/09/2021 10:30,02/10/2021 10:30,septiembre,Obras públicas,1,NO,FABIAN RUBARE,Iluminación: lámpara sin funcionamiento o deficiente,Obras públicas - Dir. de Desarrollo Urbano,15,-36.877.979,-60.312.725,11077,
2021,viernes,Finalizado,17/09/2021 11:52,23/09/2021 11:33,septiembre,Malezas o basura acumulada: en espacio público (veredas),1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas),Higiene y control urbano - Dir. de Control Urbano,6,-36.868.622,-60.167.034,11078,
2021,viernes,Finalizado,17/09/2021 12:48,21/09/2021 09:16,septiembre,Calidad de alimentos: venta de alimentos no aptos para consumo humano,1,SI,SOFIA MARTINEZ,Calidad de alimentos: venta de alimentos no aptos para consumo humano,Habilitaciones - Dir. de Bromatologia,4,-36.891.457,-60.308.933,11079,
2021,lunes,Finalizado,20/09/2021 08:47,27/09/2021 12:47,septiembre,Control de plagas / roedores,1,SI,SOFIA MARTINEZ,Control de plagas / roedores,Zoonosis - Dir. de Bromatologia,7,-3.688.451,-60.340.405,11080,
2021,lunes,Finalizado,20/09/2021 09:04,27/09/2021 12:31,septiembre,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,7,-36.885.429,-60.334.335,11081,
2021,lunes,Finalizado,20/09/2021 09:08,05/10/2021 13:01,septiembre,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,15,-36.876.656,-60.324.863,11082,
2021,lunes,En proceso de resolución de revisión,20/09/2021 11:10,10/10/2021 11:10,septiembre,Obras públicas,1,NO,IVAN ROBBIANI,"Calles urbanas: calzada asfáltica rota, hundida o levantada",Obras públicas - Dir. de Mantenimiento Urbano,20,-36.887.787,-60.328.197,11083,
2021,lunes,Finalizado,20/09/2021 11:19,19/10/2021 07:48,septiembre,Barrido domiciliario: no hay barrido,1,SI,EMANUEL LAPORTILLA,Barrido domiciliario: no hay barrido,Higiene y control urbano - Dir. de Contralor de Servicio,29,-36.921.936,-60.320.568,11084,
2021,martes,Finalizado,21/09/2021 11:19,22/09/2021 10:08,septiembre,Recolección de residuos domiliciarios: no hay recolección,1,SI,EMANUEL LAPORTILLA,Recolección de residuos domiliciarios: no hay recolección,Higiene y control urbano - Dir. de Contralor de Servicio,1,-36.873.657,-60.333.717,11085,
2021,martes,Finalizado,21/09/2021 12:20,23/09/2021 11:04,septiembre,Malezas o basura acumulada: en espacio público (veredas),1,NO,AXEL PORCEL,Malezas o basura acumulada: en espacio público (veredas),Higiene y control urbano - Dir. de Control Urbano,2,-36.884.781,-60.329.765,11086,
2021,martes,Finalizado,21/09/2021 12:51,27/09/2021 09:07,septiembre,Higiene y limpieza comercial,1,SI,SOFIA MARTINEZ,Higiene y limpieza comercial,Habilitaciones - Dir. de Bromatologia,6,-36.936.382,-60.155.853,11087,
2021,miércoles,Finalizado,22/09/2021 08:58,24/01/2022 12:13,septiembre,Animales domésticos: sueltos en la via pública,1,SI,SOFIA MARTINEZ,Animales domésticos: sueltos en la via pública,Veterinaria - Dir. de Bromatologia,124,-36.891.048,-60.300.182,11088,
2021,miércoles,Finalizado,22/09/2021 09:04,24/01/2022 12:13,septiembre,Animales domésticos: sueltos en la via pública,1,SI,SOFIA MARTINEZ,Animales domésticos: sueltos en la via pública,Veterinaria - Dir. de Bromatologia,124,-36.888.725,-60.307.297,11089,
